task_instance_id,task_type,display_name,display_name_with_criticality,criticality,product_line,original_task_id,team,scheduled_start,scheduled_end,duration_minutes,mechanics_required,slack_hours,slack_days,priority_score,shift,global_priority
Product A_21,Production,Product A Task 21,🔴 Product A Task 21 [CRITICAL],CRITICAL,Product A,21,Mechanic Team 2,2025-08-26 14:30:00,2025-08-26 15:10:00,40,1,0.08333333333333333,0.003472222222222222,47507.0,2nd,119
Product C_23,Production,Product C Task 23,🔴 Product C Task 23 [CRITICAL],CRITICAL,Product C,23,Mechanic Team 5,2025-08-26 14:30:00,2025-08-26 15:00:00,30,1,23.5,0.9791666666666666,47254.0,2nd,120
Product D_17,Production,Product D Task 17,🟢 Product D Task 17 [FLEXIBLE],FLEXIBLE,Product D,17,Mechanic Team 5,2025-08-26 14:30:00,2025-08-26 15:00:00,30,1,552.25,23.010416666666668,48324.0,2nd,121
Product D_5,Production,Product D Task 5,🔴 Product D Task 5 [CRITICAL],CRITICAL,Product D,5,Mechanic Team 2,2025-08-26 15:00:00,2025-08-26 15:40:00,40,1,14.333333333333334,0.5972222222222222,46097.0,2nd,122
Product A_29,Production,Product A Task 29,🔴 Product A Task 29 [CRITICAL],CRITICAL,Product A,29,Mechanic Team 5,2025-08-26 15:00:00,2025-08-26 15:40:00,40,2,14.333333333333334,0.5972222222222222,47482.0,2nd,123
Product E_14,Production,Product E Task 14,🟢 Product E Task 14 [FLEXIBLE],FLEXIBLE,Product E,14,Mechanic Team 2,2025-08-26 15:00:00,2025-08-26 16:30:00,90,1,334.0,13.916666666666666,46702.0,2nd,124
Product D_14,Production,Product D Task 14,🟢 Product D Task 14 [FLEXIBLE],FLEXIBLE,Product D,14,Mechanic Team 2,2025-08-26 15:00:00,2025-08-26 16:30:00,90,1,576.0,24.0,46662.0,2nd,125
Product A_25,Production,Product A Task 25,🔴 Product A Task 25 [CRITICAL],CRITICAL,Product A,25,Mechanic Team 2,2025-08-26 15:15:00,2025-08-26 16:05:00,50,2,0.0,0.0,47705.0,2nd,126
Product A_34,Production,Product A Task 34,🟢 Product A Task 34 [FLEXIBLE],FLEXIBLE,Product A,34,Mechanic Team 5,2025-08-26 15:15:00,2025-08-26 16:15:00,60,2,192.5,8.020833333333334,48428.0,2nd,127
Product A_33,Production,Product A Task 33,🟢 Product A Task 33 [FLEXIBLE],FLEXIBLE,Product A,33,Mechanic Team 2,2025-08-26 16:15:00,2025-08-26 16:35:00,20,1,190.41666666666666,7.934027777777778,47961.0,2nd,128
Product B_QI_106,Quality Inspection,Product B QI for Task 6,🔴 Product B QI for Task 6 [CRITICAL],CRITICAL,Product B,106,Quality Team 3,2025-08-26 23:00:00,2025-08-26 23:45:00,45,1,0.0,0.0,45101.0,3rd,129
Product D_6,Production,Product D Task 6,🔴 Product D Task 6 [CRITICAL],CRITICAL,Product D,6,Mechanic Team 3,2025-08-26 23:00:00,2025-08-27 00:30:00,90,2,0.0,0.0,45162.0,3rd,130
Product B_30,Production,Product B Task 30,🔴 Product B Task 30 [CRITICAL],CRITICAL,Product B,30,Mechanic Team 3,2025-08-26 23:00:00,2025-08-27 00:00:00,60,4,0.0,0.0,47358.0,3rd,131
Product A_9,Production,Product A Task 9,🔴 Product A Task 9 [CRITICAL],CRITICAL,Product A,9,Mechanic Team 3,2025-08-26 23:00:00,2025-08-26 23:50:00,50,1,0.16666666666666666,0.006944444444444444,47655.0,3rd,132
Product D_9,Production,Product D Task 9,🔴 Product D Task 9 [CRITICAL],CRITICAL,Product D,9,Mechanic Team 3,2025-08-26 23:00:00,2025-08-26 23:50:00,50,1,0.16666666666666666,0.006944444444444444,47695.0,3rd,133
Product B_CC_603,Customer,Product B Task CC_603,🔴 Product B Task CC_603 [CRITICAL],CRITICAL,Product B,CC_603,Customer Team 3,2025-08-26 23:45:00,2025-08-27 00:30:00,45,1,0.0,0.0,45786.0,3rd,134
Product A_18,Production,Product A Task 18,🔴 Product A Task 18 [CRITICAL],CRITICAL,Product A,18,Mechanic Team 3,2025-08-27 00:00:00,2025-08-27 02:00:00,120,1,0.0,0.0,47891.0,3rd,135
Product B_QI_130,Quality Inspection,Product B QI for Task 30,🔴 Product B QI for Task 30 [CRITICAL],CRITICAL,Product B,130,Quality Team 3,2025-08-27 00:00:00,2025-08-27 00:45:00,45,1,13.75,0.5729166666666666,47357.0,3rd,136
Product D_18,Production,Product D Task 18,🟡 Product D Task 18 [BUFFER],BUFFER,Product D,18,Mechanic Team 3,2025-08-27 00:00:00,2025-08-27 02:00:00,120,1,69.0,2.875,47931.0,3rd,137
Product D_QI_106,Quality Inspection,Product D QI for Task 6,🔴 Product D QI for Task 6 [CRITICAL],CRITICAL,Product D,106,Quality Team 3,2025-08-27 00:30:00,2025-08-27 01:15:00,45,1,0.0,0.0,45161.0,3rd,138
Product B_12,Production,Product B Task 12,🔴 Product B Task 12 [CRITICAL],CRITICAL,Product B,12,Mechanic Team 3,2025-08-27 00:30:00,2025-08-27 01:30:00,60,4,0.0,0.0,46008.0,3rd,139
Product D_CC_603,Customer,Product D Task CC_603,🔴 Product D Task CC_603 [CRITICAL],CRITICAL,Product D,CC_603,Customer Team 3,2025-08-27 01:15:00,2025-08-27 02:00:00,45,1,0.0,0.0,45846.0,3rd,140
Product B_QI_112,Quality Inspection,Product B QI for Task 12,🔴 Product B QI for Task 12 [CRITICAL],CRITICAL,Product B,112,Quality Team 3,2025-08-27 01:30:00,2025-08-27 02:15:00,45,1,12.25,0.5104166666666666,46007.0,3rd,141
Product D_12,Production,Product D Task 12,🔴 Product D Task 12 [CRITICAL],CRITICAL,Product D,12,Mechanic Team 3,2025-08-27 02:00:00,2025-08-27 03:00:00,60,4,0.0,0.0,46068.0,3rd,142
Product A_QI_118,Quality Inspection,Product A QI for Task 18,🟡 Product A QI for Task 18 [BUFFER],BUFFER,Product A,118,Quality Team 3,2025-08-27 02:00:00,2025-08-27 02:45:00,45,2,51.25,2.1354166666666665,47890.0,3rd,143
Product D_QI_112,Quality Inspection,Product D QI for Task 12,🔴 Product D QI for Task 12 [CRITICAL],CRITICAL,Product D,112,Quality Team 3,2025-08-27 03:00:00,2025-08-27 03:45:00,45,1,0.0,0.0,46067.0,3rd,144
Product D_24,Production,Product D Task 24,🔴 Product D Task 24 [CRITICAL],CRITICAL,Product D,24,Mechanic Team 3,2025-08-27 03:45:00,2025-08-27 05:45:00,120,3,41.25,1.71875,46581.0,3rd,145
Product C_QI_104,Quality Inspection,Product C QI for Task 4,🔴 Product C QI for Task 4 [CRITICAL],CRITICAL,Product C,104,Quality Team 1,2025-08-27 06:00:00,2025-08-27 06:45:00,45,2,0.0,0.0,45060.0,1st,146
Product C_22,Production,Product C Task 22,🔴 Product C Task 22 [CRITICAL],CRITICAL,Product C,22,Mechanic Team 4,2025-08-27 06:00:00,2025-08-27 07:00:00,60,2,0.0,0.0,46573.0,1st,147
Product D_16,Production,Product D Task 16,🔴 Product D Task 16 [CRITICAL],CRITICAL,Product D,16,Mechanic Team 1,2025-08-27 06:00:00,2025-08-27 07:00:00,60,1,0.0,0.0,46893.0,1st,148
Product B_13,Production,Product B Task 13,🔴 Product B Task 13 [CRITICAL],CRITICAL,Product B,13,Mechanic Team 4,2025-08-27 06:00:00,2025-08-27 06:30:00,30,1,0.0,0.0,48014.0,1st,149
Product E_15,Production,Product E Task 15,🔴 Product E Task 15 [CRITICAL],CRITICAL,Product E,15,Mechanic Team 4,2025-08-27 06:00:00,2025-08-27 06:40:00,40,1,0.08333333333333333,0.003472222222222222,47037.0,1st,150
Product C_13,Production,Product C Task 13,🔴 Product C Task 13 [CRITICAL],CRITICAL,Product C,13,Mechanic Team 4,2025-08-27 06:00:00,2025-08-27 06:30:00,30,1,1.25,0.052083333333333336,48054.0,1st,151
Product A_42,Production,Product A Task 42,🔴 Product A Task 42 [CRITICAL],CRITICAL,Product A,42,Mechanic Team 4,2025-08-27 06:00:00,2025-08-27 07:00:00,60,1,23.0,0.9583333333333334,47678.0,1st,152
Product A_13,Production,Product A Task 13,🔴 Product A Task 13 [CRITICAL],CRITICAL,Product A,13,Mechanic Team 4,2025-08-27 06:00:00,2025-08-27 06:30:00,30,1,23.5,0.9791666666666666,48034.0,1st,153
Product B_QI_142,Quality Inspection,Product B QI for Task 42,🟡 Product B QI for Task 42 [BUFFER],BUFFER,Product B,142,Quality Team 4,2025-08-27 06:00:00,2025-08-27 06:45:00,45,1,50.0,2.0833333333333335,47657.0,1st,154
Product B_36,Production,Product B Task 36,🟢 Product B Task 36 [FLEXIBLE],FLEXIBLE,Product B,36,Mechanic Team 1,2025-08-27 06:00:00,2025-08-27 07:30:00,90,4,166.5,6.9375,48702.0,1st,155
Product D_11,Production,Product D Task 11,🟢 Product D Task 11 [FLEXIBLE],FLEXIBLE,Product D,11,Mechanic Team 4,2025-08-27 06:00:00,2025-08-27 06:20:00,20,2,561.6666666666666,23.402777777777775,46501.0,1st,156
Product B_26,Production,Product B Task 26,🔴 Product B Task 26 [CRITICAL],CRITICAL,Product B,26,Mechanic Team 1,2025-08-27 06:30:00,2025-08-27 07:30:00,60,4,0.0,0.0,48183.0,1st,157
Product C_CC_602,Customer,Product C Task CC_602,🔴 Product C Task CC_602 [CRITICAL],CRITICAL,Product C,CC_602,Customer Team 1,2025-08-27 06:45:00,2025-08-27 07:30:00,45,1,0.0,0.0,45901.0,1st,158
Product E_QI_115,Quality Inspection,Product E QI for Task 15,🟢 Product E QI for Task 15 [FLEXIBLE],FLEXIBLE,Product E,115,Quality Team 4,2025-08-27 06:45:00,2025-08-27 07:30:00,45,1,214.5,8.9375,47036.0,1st,159
Product C_QI_122,Quality Inspection,Product C QI for Task 22,🔴 Product C QI for Task 22 [CRITICAL],CRITICAL,Product C,122,Quality Team 4,2025-08-27 07:00:00,2025-08-27 07:45:00,45,1,0.0,0.0,46572.0,1st,160
Product D_QI_116,Quality Inspection,Product D QI for Task 16,🔴 Product D QI for Task 16 [CRITICAL],CRITICAL,Product D,116,Quality Team 1,2025-08-27 07:00:00,2025-08-27 07:45:00,45,2,46.25,1.9270833333333333,46892.0,1st,161
Product C_8,Production,Product C Task 8,🔴 Product C Task 8 [CRITICAL],CRITICAL,Product C,8,Mechanic Team 1,2025-08-27 07:30:00,2025-08-27 08:30:00,60,1,0.0,0.0,46123.0,1st,162
Product C_27,Production,Product C Task 27,🔴 Product C Task 27 [CRITICAL],CRITICAL,Product C,27,Mechanic Team 4,2025-08-27 07:45:00,2025-08-27 08:05:00,20,2,0.16666666666666666,0.006944444444444444,48206.0,1st,163
Product C_QI_127,Quality Inspection,Product C QI for Task 27,🔴 Product C QI for Task 27 [CRITICAL],CRITICAL,Product C,127,Quality Team 4,2025-08-27 08:15:00,2025-08-27 09:00:00,45,1,45.0,1.875,48205.0,1st,164
Product C_QI_108,Quality Inspection,Product C QI for Task 8,🔴 Product C QI for Task 8 [CRITICAL],CRITICAL,Product C,108,Quality Team 1,2025-08-27 08:30:00,2025-08-27 09:15:00,45,2,0.0,0.0,46122.0,1st,165
Product C_CC_604,Customer,Product C Task CC_604,🔴 Product C Task CC_604 [CRITICAL],CRITICAL,Product C,CC_604,Customer Team 1,2025-08-27 09:15:00,2025-08-27 10:00:00,45,1,0.0,0.0,46651.0,1st,166
Product C_16,Production,Product C Task 16,🔴 Product C Task 16 [CRITICAL],CRITICAL,Product C,16,Mechanic Team 1,2025-08-27 10:00:00,2025-08-27 11:00:00,60,1,0.0,0.0,46873.0,1st,167
Product C_QI_116,Quality Inspection,Product C QI for Task 16,🔴 Product C QI for Task 16 [CRITICAL],CRITICAL,Product C,116,Quality Team 1,2025-08-27 11:00:00,2025-08-27 11:45:00,45,2,18.25,0.7604166666666666,46872.0,1st,168
Product B_28,Production,Product B Task 28,🔴 Product B Task 28 [CRITICAL],CRITICAL,Product B,28,Mechanic Team 2,2025-08-27 14:30:00,2025-08-27 16:00:00,90,1,0.0,0.0,47052.0,2nd,169
Product B_25,Production,Product B Task 25,🔴 Product B Task 25 [CRITICAL],CRITICAL,Product B,25,Mechanic Team 2,2025-08-27 14:30:00,2025-08-27 15:20:00,50,2,0.0,0.0,47685.0,2nd,170
Product B_44,Production,Product B Task 44,🔴 Product B Task 44 [CRITICAL],CRITICAL,Product B,44,Mechanic Team 5,2025-08-27 14:30:00,2025-08-27 16:00:00,90,1,0.0,0.0,48027.0,2nd,171
Product B_43,Production,Product B Task 43,🔴 Product B Task 43 [CRITICAL],CRITICAL,Product B,43,Mechanic Team 2,2025-08-27 14:30:00,2025-08-27 15:00:00,30,1,1.0,0.041666666666666664,47889.0,2nd,172
Product B_34,Production,Product B Task 34,🔴 Product B Task 34 [CRITICAL],CRITICAL,Product B,34,Mechanic Team 5,2025-08-27 14:30:00,2025-08-27 15:30:00,60,2,1.25,0.052083333333333336,48408.0,2nd,173
Product C_29,Production,Product C Task 29,🔴 Product C Task 29 [CRITICAL],CRITICAL,Product C,29,Mechanic Team 5,2025-08-27 14:30:00,2025-08-27 15:10:00,40,2,14.833333333333334,0.6180555555555556,47502.0,2nd,174
Product A_28,Production,Product A Task 28,🔴 Product A Task 28 [CRITICAL],CRITICAL,Product A,28,Mechanic Team 2,2025-08-27 14:30:00,2025-08-27 16:00:00,90,1,22.5,0.9375,47072.0,2nd,175
Product C_17,Production,Product C Task 17,🔴 Product C Task 17 [CRITICAL],CRITICAL,Product C,17,Mechanic Team 5,2025-08-27 14:30:00,2025-08-27 15:00:00,30,1,24.25,1.0104166666666667,48304.0,2nd,176
Product B_33,Production,Product B Task 33,🔴 Product B Task 33 [CRITICAL],CRITICAL,Product B,33,Mechanic Team 2,2025-08-27 15:30:00,2025-08-27 15:50:00,20,1,0.16666666666666666,0.006944444444444444,47941.0,2nd,177
Product B_QI_144,Quality Inspection,Product B QI for Task 44,🔴 Product B QI for Task 44 [CRITICAL],CRITICAL,Product B,144,Quality Team 5,2025-08-27 16:00:00,2025-08-27 16:45:00,45,2,0.0,0.0,48026.0,2nd,178
Product B_QI_128,Quality Inspection,Product B QI for Task 28,🔴 Product B QI for Task 28 [CRITICAL],CRITICAL,Product B,128,Quality Team 2,2025-08-27 16:00:00,2025-08-27 16:45:00,45,2,21.75,0.90625,47051.0,2nd,179
Product B_49,Production,Product B Task 49,🔴 Product B Task 49 [CRITICAL],CRITICAL,Product B,49,Mechanic Team 5,2025-08-27 16:00:00,2025-08-27 16:20:00,20,2,22.166666666666668,0.9236111111111112,48766.0,2nd,180
Product B_51,Production,Product B Task 51,🟢 Product B Task 51 [FLEXIBLE],FLEXIBLE,Product B,51,Mechanic Team 2,2025-08-27 16:45:00,2025-08-27 17:15:00,30,2,141.25,5.885416666666667,49764.0,2nd,181
Product C_12,Production,Product C Task 12,🔴 Product C Task 12 [CRITICAL],CRITICAL,Product C,12,Mechanic Team 3,2025-08-27 23:00:00,2025-08-28 00:00:00,60,4,0.0,0.0,46048.0,3rd,182
Product C_9,Production,Product C Task 9,🔴 Product C Task 9 [CRITICAL],CRITICAL,Product C,9,Mechanic Team 3,2025-08-27 23:00:00,2025-08-27 23:50:00,50,1,0.16666666666666666,0.006944444444444444,47675.0,3rd,183
Product B_35,Production,Product B Task 35,🔴 Product B Task 35 [CRITICAL],CRITICAL,Product B,35,Mechanic Team 3,2025-08-27 23:00:00,2025-08-27 23:50:00,50,1,0.16666666666666666,0.006944444444444444,48485.0,3rd,184
Product A_QI_124,Quality Inspection,Product A QI for Task 24,🔴 Product A QI for Task 24 [CRITICAL],CRITICAL,Product A,124,Quality Team 3,2025-08-27 23:00:00,2025-08-27 23:45:00,45,2,6.25,0.2604166666666667,46540.0,3rd,185
Product C_QI_112,Quality Inspection,Product C QI for Task 12,🔴 Product C QI for Task 12 [CRITICAL],CRITICAL,Product C,112,Quality Team 3,2025-08-28 00:00:00,2025-08-28 00:45:00,45,1,0.0,0.0,46047.0,3rd,186
Product C_18,Production,Product C Task 18,🔴 Product C Task 18 [CRITICAL],CRITICAL,Product C,18,Mechanic Team 3,2025-08-28 00:00:00,2025-08-28 02:00:00,120,1,0.0,0.0,47911.0,3rd,187
Product B_QI_135,Quality Inspection,Product B QI for Task 35,🟢 Product B QI for Task 35 [FLEXIBLE],FLEXIBLE,Product B,135,Quality Team 3,2025-08-28 00:00:00,2025-08-28 00:45:00,45,1,125.25,5.21875,48484.0,3rd,188
Product C_24,Production,Product C Task 24,🔴 Product C Task 24 [CRITICAL],CRITICAL,Product C,24,Mechanic Team 3,2025-08-28 00:45:00,2025-08-28 02:45:00,120,3,0.0,0.0,46561.0,3rd,189
Product C_QI_118,Quality Inspection,Product C QI for Task 18,🔴 Product C QI for Task 18 [CRITICAL],CRITICAL,Product C,118,Quality Team 3,2025-08-28 02:00:00,2025-08-28 02:45:00,45,2,27.25,1.1354166666666667,47910.0,3rd,190
Product C_QI_124,Quality Inspection,Product C QI for Task 24,🔴 Product C QI for Task 24 [CRITICAL],CRITICAL,Product C,124,Quality Team 3,2025-08-28 02:45:00,2025-08-28 03:30:00,45,2,2.5,0.10416666666666667,46560.0,3rd,191
Product C_QI_110,Quality Inspection,Product C QI for Task 10,🔴 Product C QI for Task 10 [CRITICAL],CRITICAL,Product C,110,Quality Team 1,2025-08-28 06:00:00,2025-08-28 06:45:00,45,2,0.0,0.0,46260.0,1st,192
Product A_32,Production,Product A Task 32,🔴 Product A Task 32 [CRITICAL],CRITICAL,Product A,32,Mechanic Team 4,2025-08-28 06:00:00,2025-08-28 08:00:00,120,2,0.0,0.0,47366.0,1st,193
Product C_42,Production,Product C Task 42,🔴 Product C Task 42 [CRITICAL],CRITICAL,Product C,42,Mechanic Team 4,2025-08-28 06:00:00,2025-08-28 07:00:00,60,1,0.0,0.0,47698.0,1st,194
Product B_52,Production,Product B Task 52,🔴 Product B Task 52 [CRITICAL],CRITICAL,Product B,52,Mechanic Team 1,2025-08-28 06:00:00,2025-08-28 07:30:00,90,1,0.0,0.0,48702.0,1st,195
Product C_31,Production,Product C Task 31,🔴 Product C Task 31 [CRITICAL],CRITICAL,Product C,31,Mechanic Team 1,2025-08-28 06:00:00,2025-08-28 06:30:00,30,3,1.75,0.07291666666666667,48604.0,1st,196
Product A_QI_142,Quality Inspection,Product A QI for Task 42,🔴 Product A QI for Task 42 [CRITICAL],CRITICAL,Product A,142,Quality Team 4,2025-08-28 06:00:00,2025-08-28 06:45:00,45,1,2.0,0.08333333333333333,47677.0,1st,197
Product A_26,Production,Product A Task 26,🔴 Product A Task 26 [CRITICAL],CRITICAL,Product A,26,Mechanic Team 1,2025-08-28 06:00:00,2025-08-28 07:00:00,60,4,16.0,0.6666666666666666,48203.0,1st,198
Product C_32,Production,Product C Task 32,🔴 Product C Task 32 [CRITICAL],CRITICAL,Product C,32,Mechanic Team 4,2025-08-28 06:00:00,2025-08-28 08:00:00,120,2,22.0,0.9166666666666666,47386.0,1st,199
Product A_31,Production,Product A Task 31,🟡 Product A Task 31 [BUFFER],BUFFER,Product A,31,Mechanic Team 1,2025-08-28 06:00:00,2025-08-28 06:30:00,30,3,119.5,4.979166666666667,48584.0,1st,200
Product B_27,Production,Product B Task 27,🟢 Product B Task 27 [FLEXIBLE],FLEXIBLE,Product B,27,Mechanic Team 4,2025-08-28 06:00:00,2025-08-28 06:20:00,20,2,143.66666666666666,5.986111111111111,48166.0,1st,201
Product A_27,Production,Product A Task 27,🟢 Product A Task 27 [FLEXIBLE],FLEXIBLE,Product A,27,Mechanic Team 4,2025-08-28 06:00:00,2025-08-28 06:20:00,20,2,143.66666666666666,5.986111111111111,48186.0,1st,202
Product D_13,Production,Product D Task 13,🟢 Product D Task 13 [FLEXIBLE],FLEXIBLE,Product D,13,Mechanic Team 4,2025-08-28 06:00:00,2025-08-28 06:30:00,30,1,527.5,21.979166666666668,48074.0,1st,203
Product C_20,Production,Product C Task 20,🔴 Product C Task 20 [CRITICAL],CRITICAL,Product C,20,Mechanic Team 1,2025-08-28 06:45:00,2025-08-28 08:15:00,90,1,0.0,0.0,47092.0,1st,204
Product C_QI_142,Quality Inspection,Product C QI for Task 42,🔴 Product C QI for Task 42 [CRITICAL],CRITICAL,Product C,142,Quality Team 4,2025-08-28 07:00:00,2025-08-28 07:45:00,45,1,23.0,0.9583333333333334,47697.0,1st,205
Product B_QI_152,Quality Inspection,Product B QI for Task 52,🔴 Product B QI for Task 52 [CRITICAL],CRITICAL,Product B,152,Quality Team 1,2025-08-28 07:30:00,2025-08-28 08:15:00,45,2,14.75,0.6145833333333334,48701.0,1st,206
Product A_QI_132,Quality Inspection,Product A QI for Task 32,🔴 Product A QI for Task 32 [CRITICAL],CRITICAL,Product A,132,Quality Team 4,2025-08-28 08:00:00,2025-08-28 08:45:00,45,2,0.0,0.0,47365.0,1st,207
Product C_QI_120,Quality Inspection,Product C QI for Task 20,🔴 Product C QI for Task 20 [CRITICAL],CRITICAL,Product C,120,Quality Team 1,2025-08-28 08:15:00,2025-08-28 09:00:00,45,2,0.0,0.0,47091.0,1st,208
Product C_41,Production,Product C Task 41,🔴 Product C Task 41 [CRITICAL],CRITICAL,Product C,41,Mechanic Team 1,2025-08-28 08:15:00,2025-08-28 08:35:00,20,1,0.0,0.0,48656.0,1st,209
Product C_46,Production,Product C Task 46,🟢 Product C Task 46 [FLEXIBLE],FLEXIBLE,Product C,46,Mechanic Team 1,2025-08-28 08:15:00,2025-08-28 09:15:00,60,1,125.25,5.21875,49123.0,1st,210
Product A_47,Production,Product A Task 47,🔴 Product A Task 47 [CRITICAL],CRITICAL,Product A,47,Mechanic Team 4,2025-08-28 08:45:00,2025-08-28 09:25:00,40,1,0.08333333333333333,0.003472222222222222,49132.0,1st,211
Product A_QI_147,Quality Inspection,Product A QI for Task 47,🟢 Product A QI for Task 47 [FLEXIBLE],FLEXIBLE,Product A,147,Quality Team 4,2025-08-28 09:30:00,2025-08-28 10:15:00,45,1,148.25,6.177083333333333,49131.0,1st,212
Product C_28,Production,Product C Task 28,🔴 Product C Task 28 [CRITICAL],CRITICAL,Product C,28,Mechanic Team 2,2025-08-28 14:30:00,2025-08-28 16:00:00,90,1,0.0,0.0,47092.0,2nd,213
Product B_19,Production,Product B Task 19,🔴 Product B Task 19 [CRITICAL],CRITICAL,Product B,19,Mechanic Team 5,2025-08-28 14:30:00,2025-08-28 14:50:00,20,2,0.0,0.0,48391.0,2nd,214
Product B_39,Production,Product B Task 39,🔴 Product B Task 39 [CRITICAL],CRITICAL,Product B,39,Mechanic Team 5,2025-08-28 14:30:00,2025-08-28 15:10:00,40,1,0.0,0.0,48662.0,2nd,215
Product B_62,Production,Product B Task 62,🔴 Product B Task 62 [CRITICAL],CRITICAL,Product B,62,Mechanic Team 2,2025-08-28 14:30:00,2025-08-28 15:30:00,60,2,0.0,0.0,48858.0,2nd,216
Product C_21,Production,Product C Task 21,🔴 Product C Task 21 [CRITICAL],CRITICAL,Product C,21,Mechanic Team 2,2025-08-28 14:30:00,2025-08-28 15:10:00,40,1,0.08333333333333333,0.003472222222222222,47527.0,2nd,217
Product A_48,Production,Product A Task 48,🔴 Product A Task 48 [CRITICAL],CRITICAL,Product A,48,Mechanic Team 2,2025-08-28 14:30:00,2025-08-28 16:30:00,120,1,22.0,0.9166666666666666,48191.0,2nd,218
Product A_QI_128,Quality Inspection,Product A QI for Task 28,🔴 Product A QI for Task 28 [CRITICAL],CRITICAL,Product A,128,Quality Team 2,2025-08-28 14:30:00,2025-08-28 15:15:00,45,2,23.25,0.96875,47071.0,2nd,219
Product C_25,Production,Product C Task 25,🔴 Product C Task 25 [CRITICAL],CRITICAL,Product C,25,Mechanic Team 2,2025-08-28 15:15:00,2025-08-28 16:05:00,50,2,0.0,0.0,47725.0,2nd,220
Product C_34,Production,Product C Task 34,🟢 Product C Task 34 [FLEXIBLE],FLEXIBLE,Product C,34,Mechanic Team 5,2025-08-28 15:15:00,2025-08-28 16:15:00,60,2,167.0,6.958333333333333,48448.0,2nd,221
Product B_QI_162,Quality Inspection,Product B QI for Task 62,🔴 Product B QI for Task 62 [CRITICAL],CRITICAL,Product B,162,Quality Team 2,2025-08-28 15:30:00,2025-08-28 16:15:00,45,1,6.75,0.28125,48857.0,2nd,222
Product C_QI_128,Quality Inspection,Product C QI for Task 28,🔴 Product C QI for Task 28 [CRITICAL],CRITICAL,Product C,128,Quality Team 2,2025-08-28 16:00:00,2025-08-28 16:45:00,45,2,6.25,0.2604166666666667,47091.0,2nd,223
Product C_33,Production,Product C Task 33,🟢 Product C Task 33 [FLEXIBLE],FLEXIBLE,Product C,33,Mechanic Team 2,2025-08-28 16:15:00,2025-08-28 16:35:00,20,1,189.91666666666666,7.913194444444444,47981.0,2nd,224
Product B_24,Production,Product B Task 24,🔴 Product B Task 24 [CRITICAL],CRITICAL,Product B,24,Mechanic Team 3,2025-08-28 23:00:00,2025-08-29 01:00:00,120,3,0.0,0.0,46521.0,3rd,225
Product A_35,Production,Product A Task 35,🔴 Product A Task 35 [CRITICAL],CRITICAL,Product A,35,Mechanic Team 3,2025-08-28 23:00:00,2025-08-28 23:50:00,50,1,0.16666666666666666,0.006944444444444444,48505.0,3rd,226
Product B_67,Production,Product B Task 67,🔴 Product B Task 67 [CRITICAL],CRITICAL,Product B,67,Mechanic Team 3,2025-08-28 23:00:00,2025-08-28 23:50:00,50,1,0.16666666666666666,0.006944444444444444,50035.0,3rd,227
Product D_QI_124,Quality Inspection,Product D QI for Task 24,🔴 Product D QI for Task 24 [CRITICAL],CRITICAL,Product D,124,Quality Team 3,2025-08-28 23:00:00,2025-08-28 23:45:00,45,2,6.25,0.2604166666666667,46580.0,3rd,228
Product C_40,Production,Product C Task 40,🟢 Product C Task 40 [FLEXIBLE],FLEXIBLE,Product C,40,Mechanic Team 3,2025-08-28 23:00:00,2025-08-29 01:00:00,120,1,142.0,5.916666666666667,47761.0,3rd,229
Product C_45,Production,Product C Task 45,🟢 Product C Task 45 [FLEXIBLE],FLEXIBLE,Product C,45,Mechanic Team 3,2025-08-28 23:00:00,2025-08-28 23:50:00,50,1,462.1666666666667,19.256944444444446,48750.0,3rd,230
Product A_QI_135,Quality Inspection,Product A QI for Task 35,🟢 Product A QI for Task 35 [FLEXIBLE],FLEXIBLE,Product A,135,Quality Team 3,2025-08-29 00:00:00,2025-08-29 00:45:00,45,1,125.25,5.21875,48504.0,3rd,231
Product B_QI_167,Quality Inspection,Product B QI for Task 67,🟢 Product B QI for Task 67 [FLEXIBLE],FLEXIBLE,Product B,167,Quality Team 3,2025-08-29 00:00:00,2025-08-29 00:45:00,45,1,445.75,18.572916666666668,50034.0,3rd,232
Product B_QI_124,Quality Inspection,Product B QI for Task 24,🔴 Product B QI for Task 24 [CRITICAL],CRITICAL,Product B,124,Quality Team 3,2025-08-29 01:00:00,2025-08-29 01:45:00,45,2,4.25,0.17708333333333334,46520.0,3rd,233
LP_305,Late Part,Product D Late Part LP_305,🔴 Product D Late Part LP_305 [CRITICAL],CRITICAL,Product D,LP_305,Mechanic Team 4,2025-08-29 06:00:00,2025-08-29 09:00:00,180,2,0.0,0.0,-3090.0,1st,234
Product B_QI_120,Quality Inspection,Product B QI for Task 20,🔴 Product B QI for Task 20 [CRITICAL],CRITICAL,Product B,120,Quality Team 1,2025-08-29 06:00:00,2025-08-29 06:45:00,45,2,0.0,0.0,47051.0,1st,235
Product B_32,Production,Product B Task 32,🔴 Product B Task 32 [CRITICAL],CRITICAL,Product B,32,Mechanic Team 4,2025-08-29 06:00:00,2025-08-29 08:00:00,120,2,0.0,0.0,47346.0,1st,236
Product C_QI_132,Quality Inspection,Product C QI for Task 32,🔴 Product C QI for Task 32 [CRITICAL],CRITICAL,Product C,132,Quality Team 4,2025-08-29 06:00:00,2025-08-29 06:45:00,45,2,0.0,0.0,47385.0,1st,237
