task_instance_id,task_type,display_name,display_name_with_criticality,criticality,product_line,original_task_id,team,scheduled_start,scheduled_end,duration_minutes,mechanics_required,slack_hours,slack_days,priority_score,shift,global_priority
Product C_QI_106,Quality Inspection,Product C QI for Task 6,🔴 Product C QI for Task 6 [CRITICAL],CRITICAL,Product C,106,Quality Team 3,2025-08-26 00:30:00,2025-08-26 01:15:00,45,1,0.0,0.0,45141.0,3rd,119
Product B_12,Production,Product B Task 12,🔴 Product B Task 12 [CRITICAL],CRITICAL,Product B,12,Mechanic Team 3,2025-08-26 00:30:00,2025-08-26 01:30:00,60,4,0.0,0.0,46008.0,3rd,120
Product D_QI_106,Quality Inspection,Product D QI for Task 6,🔴 Product D QI for Task 6 [CRITICAL],CRITICAL,Product D,106,Quality Team 3,2025-08-26 00:30:00,2025-08-26 01:15:00,45,1,4.75,0.19791666666666666,45161.0,3rd,121
Product A_CC_603,Customer,Product A Task CC_603,🔴 Product A Task CC_603 [CRITICAL],CRITICAL,Product A,CC_603,Customer Team 3,2025-08-26 01:15:00,2025-08-26 02:00:00,45,1,0.0,0.0,45806.0,3rd,122
Product C_CC_603,Customer,Product C Task CC_603,🔴 Product C Task CC_603 [CRITICAL],CRITICAL,Product C,CC_603,Customer Team 3,2025-08-26 01:15:00,2025-08-26 02:00:00,45,1,28.0,1.1666666666666667,45826.0,3rd,123
Product B_QI_112,Quality Inspection,Product B QI for Task 12,🔴 Product B QI for Task 12 [CRITICAL],CRITICAL,Product B,112,Quality Team 3,2025-08-26 01:30:00,2025-08-26 02:15:00,45,1,13.0,0.5416666666666666,46007.0,3rd,124
Product A_12,Production,Product A Task 12,🔴 Product A Task 12 [CRITICAL],CRITICAL,Product A,12,Mechanic Team 3,2025-08-26 02:00:00,2025-08-26 03:00:00,60,4,0.0,0.0,46028.0,3rd,125
Product A_QI_112,Quality Inspection,Product A QI for Task 12,🔴 Product A QI for Task 12 [CRITICAL],CRITICAL,Product A,112,Quality Team 3,2025-08-26 03:00:00,2025-08-26 03:45:00,45,1,0.0,0.0,46027.0,3rd,126
Product A_24,Production,Product A Task 24,🔴 Product A Task 24 [CRITICAL],CRITICAL,Product A,24,Mechanic Team 3,2025-08-26 03:45:00,2025-08-26 05:45:00,120,3,41.25,1.71875,46541.0,3rd,127
Product B_10,Production,Product B Task 10,🔴 Product B Task 10 [CRITICAL],CRITICAL,Product B,10,Mechanic Team 1,2025-08-26 06:00:00,2025-08-26 08:00:00,120,2,0.0,0.0,46221.0,1st,128
Product A_10,Production,Product A Task 10,🔴 Product A Task 10 [CRITICAL],CRITICAL,Product A,10,Mechanic Team 1,2025-08-26 06:00:00,2025-08-26 08:00:00,120,2,0.0,0.0,46241.0,1st,129
Product B_42,Production,Product B Task 42,🔴 Product B Task 42 [CRITICAL],CRITICAL,Product B,42,Mechanic Team 4,2025-08-26 06:00:00,2025-08-26 07:00:00,60,1,0.0,0.0,47658.0,1st,130
Product A_42,Production,Product A Task 42,🔴 Product A Task 42 [CRITICAL],CRITICAL,Product A,42,Mechanic Team 4,2025-08-26 06:00:00,2025-08-26 07:00:00,60,1,0.0,0.0,47678.0,1st,131
Product B_15,Production,Product B Task 15,🔴 Product B Task 15 [CRITICAL],CRITICAL,Product B,15,Mechanic Team 4,2025-08-26 06:00:00,2025-08-26 06:40:00,40,1,0.08333333333333333,0.003472222222222222,46937.0,1st,132
Product A_15,Production,Product A Task 15,🔴 Product A Task 15 [CRITICAL],CRITICAL,Product A,15,Mechanic Team 4,2025-08-26 06:00:00,2025-08-26 06:40:00,40,1,0.08333333333333333,0.003472222222222222,46957.0,1st,133
Product C_15,Production,Product C Task 15,🔴 Product C Task 15 [CRITICAL],CRITICAL,Product C,15,Mechanic Team 4,2025-08-26 06:00:00,2025-08-26 06:40:00,40,1,0.08333333333333333,0.003472222222222222,46977.0,1st,134
Product D_CC_603,Customer,Product D Task CC_603,🔴 Product D Task CC_603 [CRITICAL],CRITICAL,Product D,CC_603,Customer Team 1,2025-08-26 06:00:00,2025-08-26 06:45:00,45,1,16.25,0.6770833333333334,45846.0,1st,135
Product C_10,Production,Product C Task 10,🔴 Product C Task 10 [CRITICAL],CRITICAL,Product C,10,Mechanic Team 1,2025-08-26 06:00:00,2025-08-26 08:00:00,120,2,22.0,0.9166666666666666,46261.0,1st,136
Product C_42,Production,Product C Task 42,🔴 Product C Task 42 [CRITICAL],CRITICAL,Product C,42,Mechanic Team 4,2025-08-26 06:00:00,2025-08-26 07:00:00,60,1,23.0,0.9583333333333334,47698.0,1st,137
Product D_QI_116,Quality Inspection,Product D QI for Task 16,🔴 Product D QI for Task 16 [CRITICAL],CRITICAL,Product D,116,Quality Team 1,2025-08-26 06:00:00,2025-08-26 06:45:00,45,2,23.25,0.96875,46892.0,1st,138
Product B_13,Production,Product B Task 13,🔴 Product B Task 13 [CRITICAL],CRITICAL,Product B,13,Mechanic Team 4,2025-08-26 06:00:00,2025-08-26 06:30:00,30,1,23.5,0.9791666666666666,48014.0,1st,139
Product C_QI_116,Quality Inspection,Product C QI for Task 16,🔴 Product C QI for Task 16 [CRITICAL],CRITICAL,Product C,116,Quality Team 1,2025-08-26 06:00:00,2025-08-26 06:45:00,45,2,47.25,1.96875,46872.0,1st,140
Product D_11,Production,Product D Task 11,🟢 Product D Task 11 [FLEXIBLE],FLEXIBLE,Product D,11,Mechanic Team 4,2025-08-26 06:00:00,2025-08-26 06:20:00,20,2,585.6666666666666,24.402777777777775,46501.0,1st,141
Product A_QI_115,Quality Inspection,Product A QI for Task 15,🔴 Product A QI for Task 15 [CRITICAL],CRITICAL,Product A,115,Quality Team 4,2025-08-26 06:45:00,2025-08-26 07:30:00,45,1,46.5,1.9375,46956.0,1st,142
Product C_QI_115,Quality Inspection,Product C QI for Task 15,🔴 Product C QI for Task 15 [CRITICAL],CRITICAL,Product C,115,Quality Team 4,2025-08-26 06:45:00,2025-08-26 07:30:00,45,1,46.5,1.9375,46976.0,1st,143
Product B_QI_115,Quality Inspection,Product B QI for Task 15,🟡 Product B QI for Task 15 [BUFFER],BUFFER,Product B,115,Quality Team 4,2025-08-26 06:45:00,2025-08-26 07:30:00,45,1,70.5,2.9375,46936.0,1st,144
Product A_QI_142,Quality Inspection,Product A QI for Task 42,🟡 Product A QI for Task 42 [BUFFER],BUFFER,Product A,142,Quality Team 4,2025-08-26 07:00:00,2025-08-26 07:45:00,45,1,49.0,2.0416666666666665,47677.0,1st,145
Product B_QI_142,Quality Inspection,Product B QI for Task 42,🟡 Product B QI for Task 42 [BUFFER],BUFFER,Product B,142,Quality Team 4,2025-08-26 07:00:00,2025-08-26 07:45:00,45,1,73.0,3.0416666666666665,47657.0,1st,146
Product B_QI_110,Quality Inspection,Product B QI for Task 10,🔴 Product B QI for Task 10 [CRITICAL],CRITICAL,Product B,110,Quality Team 1,2025-08-26 08:00:00,2025-08-26 08:45:00,45,2,0.0,0.0,46220.0,1st,147
Product A_QI_110,Quality Inspection,Product A QI for Task 10,🔴 Product A QI for Task 10 [CRITICAL],CRITICAL,Product A,110,Quality Team 1,2025-08-26 08:00:00,2025-08-26 08:45:00,45,2,0.0,0.0,46240.0,1st,148
Product B_20,Production,Product B Task 20,🔴 Product B Task 20 [CRITICAL],CRITICAL,Product B,20,Mechanic Team 1,2025-08-26 08:45:00,2025-08-26 10:15:00,90,1,0.0,0.0,47052.0,1st,149
Product A_20,Production,Product A Task 20,🔴 Product A Task 20 [CRITICAL],CRITICAL,Product A,20,Mechanic Team 1,2025-08-26 08:45:00,2025-08-26 10:15:00,90,1,0.0,0.0,47072.0,1st,150
Product B_QI_120,Quality Inspection,Product B QI for Task 20,🔴 Product B QI for Task 20 [CRITICAL],CRITICAL,Product B,120,Quality Team 1,2025-08-26 10:15:00,2025-08-26 11:00:00,45,2,0.0,0.0,47051.0,1st,151
Product A_QI_120,Quality Inspection,Product A QI for Task 20,🔴 Product A QI for Task 20 [CRITICAL],CRITICAL,Product A,120,Quality Team 1,2025-08-26 10:15:00,2025-08-26 11:00:00,45,2,0.0,0.0,47071.0,1st,152
Product A_41,Production,Product A Task 41,🔴 Product A Task 41 [CRITICAL],CRITICAL,Product A,41,Mechanic Team 1,2025-08-26 10:15:00,2025-08-26 10:35:00,20,1,43.416666666666664,1.8090277777777777,48636.0,1st,153
Product B_41,Production,Product B Task 41,🟡 Product B Task 41 [BUFFER],BUFFER,Product B,41,Mechanic Team 1,2025-08-26 10:15:00,2025-08-26 10:35:00,20,1,67.41666666666667,2.809027777777778,48616.0,1st,154
Product E_7,Production,Product E Task 7,🔴 Product E Task 7 [CRITICAL],CRITICAL,Product E,7,Mechanic Team 2,2025-08-26 14:30:00,2025-08-26 15:00:00,30,1,0.0,0.0,46564.0,2nd,155
Product B_19,Production,Product B Task 19,🔴 Product B Task 19 [CRITICAL],CRITICAL,Product B,19,Mechanic Team 5,2025-08-26 14:30:00,2025-08-26 14:50:00,20,2,0.0,0.0,48391.0,2nd,156
Product B_21,Production,Product B Task 21,🔴 Product B Task 21 [CRITICAL],CRITICAL,Product B,21,Mechanic Team 2,2025-08-26 14:30:00,2025-08-26 15:10:00,40,1,0.08333333333333333,0.003472222222222222,47487.0,2nd,157
Product A_21,Production,Product A Task 21,🔴 Product A Task 21 [CRITICAL],CRITICAL,Product A,21,Mechanic Team 2,2025-08-26 14:30:00,2025-08-26 15:10:00,40,1,0.08333333333333333,0.003472222222222222,47507.0,2nd,158
Product C_QI_128,Quality Inspection,Product C QI for Task 28,🔴 Product C QI for Task 28 [CRITICAL],CRITICAL,Product C,128,Quality Team 2,2025-08-26 14:30:00,2025-08-26 15:15:00,45,2,31.75,1.3229166666666667,47091.0,2nd,159
Product B_39,Production,Product B Task 39,🟢 Product B Task 39 [FLEXIBLE],FLEXIBLE,Product B,39,Mechanic Team 5,2025-08-26 14:30:00,2025-08-26 15:10:00,40,1,191.83333333333334,7.993055555555556,48662.0,2nd,160
Product D_17,Production,Product D Task 17,🟢 Product D Task 17 [FLEXIBLE],FLEXIBLE,Product D,17,Mechanic Team 5,2025-08-26 14:30:00,2025-08-26 15:00:00,30,1,552.25,23.010416666666668,48324.0,2nd,161
Product E_14,Production,Product E Task 14,🟢 Product E Task 14 [FLEXIBLE],FLEXIBLE,Product E,14,Mechanic Team 2,2025-08-26 15:00:00,2025-08-26 16:30:00,90,1,334.0,13.916666666666666,46702.0,2nd,162
Product B_25,Production,Product B Task 25,🔴 Product B Task 25 [CRITICAL],CRITICAL,Product B,25,Mechanic Team 2,2025-08-26 15:15:00,2025-08-26 16:05:00,50,2,0.0,0.0,47685.0,2nd,163
Product A_25,Production,Product A Task 25,🔴 Product A Task 25 [CRITICAL],CRITICAL,Product A,25,Mechanic Team 2,2025-08-26 15:15:00,2025-08-26 16:05:00,50,2,0.0,0.0,47705.0,2nd,164
Product B_34,Production,Product B Task 34,🟢 Product B Task 34 [FLEXIBLE],FLEXIBLE,Product B,34,Mechanic Team 5,2025-08-26 15:15:00,2025-08-26 16:15:00,60,2,192.5,8.020833333333334,48408.0,2nd,165
Product A_34,Production,Product A Task 34,🟢 Product A Task 34 [FLEXIBLE],FLEXIBLE,Product A,34,Mechanic Team 5,2025-08-26 15:15:00,2025-08-26 16:15:00,60,2,192.5,8.020833333333334,48428.0,2nd,166
Product B_33,Production,Product B Task 33,🟢 Product B Task 33 [FLEXIBLE],FLEXIBLE,Product B,33,Mechanic Team 2,2025-08-26 16:15:00,2025-08-26 16:35:00,20,1,190.41666666666666,7.934027777777778,47941.0,2nd,167
Product A_33,Production,Product A Task 33,🟢 Product A Task 33 [FLEXIBLE],FLEXIBLE,Product A,33,Mechanic Team 2,2025-08-26 16:15:00,2025-08-26 16:35:00,20,1,190.41666666666666,7.934027777777778,47961.0,2nd,168
Product D_12,Production,Product D Task 12,🔴 Product D Task 12 [CRITICAL],CRITICAL,Product D,12,Mechanic Team 3,2025-08-26 23:00:00,2025-08-27 00:00:00,60,4,0.0,0.0,46068.0,3rd,169
Product B_40,Production,Product B Task 40,🔴 Product B Task 40 [CRITICAL],CRITICAL,Product B,40,Mechanic Team 3,2025-08-26 23:00:00,2025-08-27 01:00:00,120,1,0.0,0.0,47721.0,3rd,170
Product A_40,Production,Product A Task 40,🔴 Product A Task 40 [CRITICAL],CRITICAL,Product A,40,Mechanic Team 3,2025-08-26 23:00:00,2025-08-27 01:00:00,120,1,0.0,0.0,47741.0,3rd,171
Product A_9,Production,Product A Task 9,🔴 Product A Task 9 [CRITICAL],CRITICAL,Product A,9,Mechanic Team 3,2025-08-26 23:00:00,2025-08-26 23:50:00,50,1,0.16666666666666666,0.006944444444444444,47655.0,3rd,172
Product C_9,Production,Product C Task 9,🔴 Product C Task 9 [CRITICAL],CRITICAL,Product C,9,Mechanic Team 3,2025-08-26 23:00:00,2025-08-26 23:50:00,50,1,0.16666666666666666,0.006944444444444444,47675.0,3rd,173
Product D_9,Production,Product D Task 9,🔴 Product D Task 9 [CRITICAL],CRITICAL,Product D,9,Mechanic Team 3,2025-08-26 23:00:00,2025-08-26 23:50:00,50,1,0.16666666666666666,0.006944444444444444,47695.0,3rd,174
Product B_QI_118,Quality Inspection,Product B QI for Task 18,🔴 Product B QI for Task 18 [CRITICAL],CRITICAL,Product B,118,Quality Team 3,2025-08-26 23:00:00,2025-08-26 23:45:00,45,2,6.25,0.2604166666666667,47870.0,3rd,175
Product D_QI_112,Quality Inspection,Product D QI for Task 12,🔴 Product D QI for Task 12 [CRITICAL],CRITICAL,Product D,112,Quality Team 3,2025-08-27 00:00:00,2025-08-27 00:45:00,45,1,0.0,0.0,46067.0,3rd,176
Product A_18,Production,Product A Task 18,🔴 Product A Task 18 [CRITICAL],CRITICAL,Product A,18,Mechanic Team 3,2025-08-27 00:00:00,2025-08-27 02:00:00,120,1,0.0,0.0,47891.0,3rd,177
Product C_18,Production,Product C Task 18,🔴 Product C Task 18 [CRITICAL],CRITICAL,Product C,18,Mechanic Team 3,2025-08-27 00:00:00,2025-08-27 02:00:00,120,1,0.0,0.0,47911.0,3rd,178
Product D_18,Production,Product D Task 18,🔴 Product D Task 18 [CRITICAL],CRITICAL,Product D,18,Mechanic Team 3,2025-08-27 00:00:00,2025-08-27 02:00:00,120,1,45.0,1.875,47931.0,3rd,179
Product D_24,Production,Product D Task 24,🔴 Product D Task 24 [CRITICAL],CRITICAL,Product D,24,Mechanic Team 3,2025-08-27 00:45:00,2025-08-27 02:45:00,120,3,0.0,0.0,46581.0,3rd,180
Product B_QI_140,Quality Inspection,Product B QI for Task 40,🟢 Product B QI for Task 40 [FLEXIBLE],FLEXIBLE,Product B,140,Quality Team 3,2025-08-27 01:00:00,2025-08-27 01:45:00,45,2,220.25,9.177083333333334,47720.0,3rd,181
Product A_QI_140,Quality Inspection,Product A QI for Task 40,🟢 Product A QI for Task 40 [FLEXIBLE],FLEXIBLE,Product A,140,Quality Team 3,2025-08-27 01:00:00,2025-08-27 01:45:00,45,2,220.25,9.177083333333334,47740.0,3rd,182
Product A_QI_118,Quality Inspection,Product A QI for Task 18,🔴 Product A QI for Task 18 [CRITICAL],CRITICAL,Product A,118,Quality Team 3,2025-08-27 02:00:00,2025-08-27 02:45:00,45,2,27.25,1.1354166666666667,47890.0,3rd,183
Product C_QI_118,Quality Inspection,Product C QI for Task 18,🔴 Product C QI for Task 18 [CRITICAL],CRITICAL,Product C,118,Quality Team 3,2025-08-27 02:00:00,2025-08-27 02:45:00,45,2,28.5,1.1875,47910.0,3rd,184
Product D_QI_124,Quality Inspection,Product D QI for Task 24,🔴 Product D QI for Task 24 [CRITICAL],CRITICAL,Product D,124,Quality Team 3,2025-08-27 02:45:00,2025-08-27 03:30:00,45,2,2.5,0.10416666666666667,46580.0,3rd,185
Product C_QI_110,Quality Inspection,Product C QI for Task 10,🔴 Product C QI for Task 10 [CRITICAL],CRITICAL,Product C,110,Quality Team 1,2025-08-27 06:00:00,2025-08-27 06:45:00,45,2,0.0,0.0,46260.0,1st,186
Product D_32,Production,Product D Task 32,🔴 Product D Task 32 [CRITICAL],CRITICAL,Product D,32,Mechanic Team 4,2025-08-27 06:00:00,2025-08-27 08:00:00,120,2,0.0,0.0,47406.0,1st,187
Product B_26,Production,Product B Task 26,🔴 Product B Task 26 [CRITICAL],CRITICAL,Product B,26,Mechanic Team 1,2025-08-27 06:00:00,2025-08-27 07:00:00,60,4,0.0,0.0,48183.0,1st,188
Product B_36,Production,Product B Task 36,🔴 Product B Task 36 [CRITICAL],CRITICAL,Product B,36,Mechanic Team 1,2025-08-27 06:00:00,2025-08-27 07:30:00,90,4,0.0,0.0,48702.0,1st,189
Product E_15,Production,Product E Task 15,🔴 Product E Task 15 [CRITICAL],CRITICAL,Product E,15,Mechanic Team 4,2025-08-27 06:00:00,2025-08-27 06:40:00,40,1,0.08333333333333333,0.003472222222222222,47037.0,1st,190
Product B_27,Production,Product B Task 27,🔴 Product B Task 27 [CRITICAL],CRITICAL,Product B,27,Mechanic Team 4,2025-08-27 06:00:00,2025-08-27 06:20:00,20,2,0.16666666666666666,0.006944444444444444,48166.0,1st,191
Product A_13,Production,Product A Task 13,🔴 Product A Task 13 [CRITICAL],CRITICAL,Product A,13,Mechanic Team 4,2025-08-27 06:00:00,2025-08-27 06:30:00,30,1,23.5,0.9791666666666666,48034.0,1st,192
Product C_13,Production,Product C Task 13,🔴 Product C Task 13 [CRITICAL],CRITICAL,Product C,13,Mechanic Team 4,2025-08-27 06:00:00,2025-08-27 06:30:00,30,1,23.5,0.9791666666666666,48054.0,1st,193
Product C_QI_142,Quality Inspection,Product C QI for Task 42,🔴 Product C QI for Task 42 [CRITICAL],CRITICAL,Product C,142,Quality Team 4,2025-08-27 06:00:00,2025-08-27 06:45:00,45,1,26.0,1.0833333333333333,47697.0,1st,194
Product D_13,Production,Product D Task 13,🟢 Product D Task 13 [FLEXIBLE],FLEXIBLE,Product D,13,Mechanic Team 4,2025-08-27 06:00:00,2025-08-27 06:30:00,30,1,551.5,22.979166666666668,48074.0,1st,195
Product B_QI_127,Quality Inspection,Product B QI for Task 27,🔴 Product B QI for Task 27 [CRITICAL],CRITICAL,Product B,127,Quality Team 4,2025-08-27 06:30:00,2025-08-27 07:15:00,45,1,0.0,0.0,48165.0,1st,196
Product C_20,Production,Product C Task 20,🔴 Product C Task 20 [CRITICAL],CRITICAL,Product C,20,Mechanic Team 1,2025-08-27 06:45:00,2025-08-27 08:15:00,90,1,0.0,0.0,47092.0,1st,197
Product E_QI_115,Quality Inspection,Product E QI for Task 15,🟢 Product E QI for Task 15 [FLEXIBLE],FLEXIBLE,Product E,115,Quality Team 4,2025-08-27 06:45:00,2025-08-27 07:30:00,45,1,214.5,8.9375,47036.0,1st,198
Product B_37,Production,Product B Task 37,🟡 Product B Task 37 [BUFFER],BUFFER,Product B,37,Mechanic Team 4,2025-08-27 07:15:00,2025-08-27 07:45:00,30,3,54.75,2.28125,49389.0,1st,199
Product B_QI_136,Quality Inspection,Product B QI for Task 36,🟡 Product B QI for Task 36 [BUFFER],BUFFER,Product B,136,Quality Team 1,2025-08-27 07:30:00,2025-08-27 08:15:00,45,2,54.25,2.2604166666666665,48701.0,1st,200
Product D_QI_132,Quality Inspection,Product D QI for Task 32,🟢 Product D QI for Task 32 [FLEXIBLE],FLEXIBLE,Product D,132,Quality Team 4,2025-08-27 08:00:00,2025-08-27 08:45:00,45,2,623.0,25.958333333333332,47405.0,1st,201
Product C_QI_120,Quality Inspection,Product C QI for Task 20,🔴 Product C QI for Task 20 [CRITICAL],CRITICAL,Product C,120,Quality Team 1,2025-08-27 08:15:00,2025-08-27 09:00:00,45,2,0.0,0.0,47091.0,1st,202
Product C_41,Production,Product C Task 41,🔴 Product C Task 41 [CRITICAL],CRITICAL,Product C,41,Mechanic Team 1,2025-08-27 08:15:00,2025-08-27 08:35:00,20,1,21.416666666666668,0.8923611111111112,48656.0,1st,203
Product B_38,Production,Product B Task 38,🔴 Product B Task 38 [CRITICAL],CRITICAL,Product B,38,Mechanic Team 2,2025-08-27 14:30:00,2025-08-27 15:30:00,60,2,0.0,0.0,48483.0,2nd,204
Product C_21,Production,Product C Task 21,🔴 Product C Task 21 [CRITICAL],CRITICAL,Product C,21,Mechanic Team 2,2025-08-27 14:30:00,2025-08-27 15:10:00,40,1,23.333333333333332,0.9722222222222222,47527.0,2nd,205
Product A_19,Production,Product A Task 19,🔴 Product A Task 19 [CRITICAL],CRITICAL,Product A,19,Mechanic Team 5,2025-08-27 14:30:00,2025-08-27 14:50:00,20,2,23.666666666666668,0.9861111111111112,48411.0,2nd,206
Product C_19,Production,Product C Task 19,🔴 Product C Task 19 [CRITICAL],CRITICAL,Product C,19,Mechanic Team 5,2025-08-27 14:30:00,2025-08-27 14:50:00,20,2,23.666666666666668,0.9861111111111112,48431.0,2nd,207
Product D_19,Production,Product D Task 19,🟢 Product D Task 19 [FLEXIBLE],FLEXIBLE,Product D,19,Mechanic Team 5,2025-08-27 14:30:00,2025-08-27 14:50:00,20,2,623.6666666666666,25.98611111111111,48451.0,2nd,208
Product B_QI_138,Quality Inspection,Product B QI for Task 38,🟡 Product B QI for Task 38 [BUFFER],BUFFER,Product B,138,Quality Team 2,2025-08-27 15:30:00,2025-08-27 16:15:00,45,1,49.0,2.0416666666666665,48482.0,2nd,209
Product C_12,Production,Product C Task 12,🔴 Product C Task 12 [CRITICAL],CRITICAL,Product C,12,Mechanic Team 3,2025-08-27 23:00:00,2025-08-28 00:00:00,60,4,0.0,0.0,46048.0,3rd,210
Product C_40,Production,Product C Task 40,🔴 Product C Task 40 [CRITICAL],CRITICAL,Product C,40,Mechanic Team 3,2025-08-27 23:00:00,2025-08-28 01:00:00,120,1,0.0,0.0,47761.0,3rd,211
Product B_35,Production,Product B Task 35,🔴 Product B Task 35 [CRITICAL],CRITICAL,Product B,35,Mechanic Team 3,2025-08-27 23:00:00,2025-08-27 23:50:00,50,1,0.16666666666666666,0.006944444444444444,48485.0,3rd,212
Product A_QI_124,Quality Inspection,Product A QI for Task 24,🔴 Product A QI for Task 24 [CRITICAL],CRITICAL,Product A,124,Quality Team 3,2025-08-27 23:00:00,2025-08-27 23:45:00,45,2,6.25,0.2604166666666667,46540.0,3rd,213
Product C_QI_112,Quality Inspection,Product C QI for Task 12,🔴 Product C QI for Task 12 [CRITICAL],CRITICAL,Product C,112,Quality Team 3,2025-08-28 00:00:00,2025-08-28 00:45:00,45,1,0.0,0.0,46047.0,3rd,214
Product B_QI_135,Quality Inspection,Product B QI for Task 35,🟢 Product B QI for Task 35 [FLEXIBLE],FLEXIBLE,Product B,135,Quality Team 3,2025-08-28 00:00:00,2025-08-28 00:45:00,45,1,125.25,5.21875,48484.0,3rd,215
Product C_24,Production,Product C Task 24,🔴 Product C Task 24 [CRITICAL],CRITICAL,Product C,24,Mechanic Team 3,2025-08-28 00:45:00,2025-08-28 02:45:00,120,3,0.0,0.0,46561.0,3rd,216
Product C_QI_140,Quality Inspection,Product C QI for Task 40,🟢 Product C QI for Task 40 [FLEXIBLE],FLEXIBLE,Product C,140,Quality Team 3,2025-08-28 01:00:00,2025-08-28 01:45:00,45,2,292.25,12.177083333333334,47760.0,3rd,217
Product C_QI_124,Quality Inspection,Product C QI for Task 24,🔴 Product C QI for Task 24 [CRITICAL],CRITICAL,Product C,124,Quality Team 3,2025-08-28 02:45:00,2025-08-28 03:30:00,45,2,2.5,0.10416666666666667,46560.0,3rd,218
Product A_32,Production,Product A Task 32,🔴 Product A Task 32 [CRITICAL],CRITICAL,Product A,32,Mechanic Team 4,2025-08-28 06:00:00,2025-08-28 08:00:00,120,2,0.0,0.0,47366.0,1st,219
Product C_32,Production,Product C Task 32,🔴 Product C Task 32 [CRITICAL],CRITICAL,Product C,32,Mechanic Team 4,2025-08-28 06:00:00,2025-08-28 08:00:00,120,2,0.0,0.0,47386.0,1st,220
Product A_26,Production,Product A Task 26,🔴 Product A Task 26 [CRITICAL],CRITICAL,Product A,26,Mechanic Team 1,2025-08-28 06:00:00,2025-08-28 07:00:00,60,4,0.0,0.0,48203.0,1st,221
Product A_31,Production,Product A Task 31,🔴 Product A Task 31 [CRITICAL],CRITICAL,Product A,31,Mechanic Team 1,2025-08-28 06:00:00,2025-08-28 06:30:00,30,3,0.0,0.0,48584.0,1st,222
Product C_31,Production,Product C Task 31,🔴 Product C Task 31 [CRITICAL],CRITICAL,Product C,31,Mechanic Team 1,2025-08-28 06:00:00,2025-08-28 06:30:00,30,3,0.0,0.0,48604.0,1st,223
Product A_36,Production,Product A Task 36,🔴 Product A Task 36 [CRITICAL],CRITICAL,Product A,36,Mechanic Team 1,2025-08-28 06:00:00,2025-08-28 07:30:00,90,4,0.0,0.0,48722.0,1st,224
Product A_27,Production,Product A Task 27,🔴 Product A Task 27 [CRITICAL],CRITICAL,Product A,27,Mechanic Team 4,2025-08-28 06:00:00,2025-08-28 06:20:00,20,2,0.16666666666666666,0.006944444444444444,48186.0,1st,225
Product C_27,Production,Product C Task 27,🔴 Product C Task 27 [CRITICAL],CRITICAL,Product C,27,Mechanic Team 4,2025-08-28 06:00:00,2025-08-28 06:20:00,20,2,0.16666666666666666,0.006944444444444444,48206.0,1st,226
Product A_46,Production,Product A Task 46,🔴 Product A Task 46 [CRITICAL],CRITICAL,Product A,46,Mechanic Team 1,2025-08-28 06:00:00,2025-08-28 07:00:00,60,1,7.5,0.3125,49103.0,1st,227
Product C_46,Production,Product C Task 46,🔴 Product C Task 46 [CRITICAL],CRITICAL,Product C,46,Mechanic Team 1,2025-08-28 06:00:00,2025-08-28 07:00:00,60,1,31.5,1.3125,49123.0,1st,228
Product A_QI_127,Quality Inspection,Product A QI for Task 27,🔴 Product A QI for Task 27 [CRITICAL],CRITICAL,Product A,127,Quality Team 4,2025-08-28 06:30:00,2025-08-28 07:15:00,45,1,0.0,0.0,48185.0,1st,229
Product C_QI_127,Quality Inspection,Product C QI for Task 27,🔴 Product C QI for Task 27 [CRITICAL],CRITICAL,Product C,127,Quality Team 4,2025-08-28 06:30:00,2025-08-28 07:15:00,45,1,0.0,0.0,48205.0,1st,230
Product A_37,Production,Product A Task 37,🔴 Product A Task 37 [CRITICAL],CRITICAL,Product A,37,Mechanic Team 4,2025-08-28 07:15:00,2025-08-28 07:45:00,30,3,6.75,0.28125,49409.0,1st,231
Product C_37,Production,Product C Task 37,🔴 Product C Task 37 [CRITICAL],CRITICAL,Product C,37,Mechanic Team 4,2025-08-28 07:15:00,2025-08-28 07:45:00,30,3,6.75,0.28125,49429.0,1st,232
Product A_QI_136,Quality Inspection,Product A QI for Task 36,🔴 Product A QI for Task 36 [CRITICAL],CRITICAL,Product A,136,Quality Team 1,2025-08-28 07:30:00,2025-08-28 08:15:00,45,2,6.25,0.2604166666666667,48721.0,1st,233
Product A_QI_132,Quality Inspection,Product A QI for Task 32,🔴 Product A QI for Task 32 [CRITICAL],CRITICAL,Product A,132,Quality Team 4,2025-08-28 08:00:00,2025-08-28 08:45:00,45,2,0.0,0.0,47365.0,1st,234
Product C_QI_132,Quality Inspection,Product C QI for Task 32,🔴 Product C QI for Task 32 [CRITICAL],CRITICAL,Product C,132,Quality Team 4,2025-08-28 08:00:00,2025-08-28 08:45:00,45,2,0.0,0.0,47385.0,1st,235
Product A_47,Production,Product A Task 47,🔴 Product A Task 47 [CRITICAL],CRITICAL,Product A,47,Mechanic Team 4,2025-08-28 08:45:00,2025-08-28 09:25:00,40,1,0.08333333333333333,0.003472222222222222,49132.0,1st,236
Product C_47,Production,Product C Task 47,🔴 Product C Task 47 [CRITICAL],CRITICAL,Product C,47,Mechanic Team 4,2025-08-28 08:45:00,2025-08-28 09:25:00,40,1,0.08333333333333333,0.003472222222222222,49152.0,1st,237
